num,date,color1,difficulty1,connection1,word11,word12,word13,word14,color2,difficulty2,connection2,word21,word22,word23,word24,color3,difficulty3,connection3,word31,word32,word33,word34,color4,difficulty4,connection4,word41,word42,word43,word44
470,2024 Sep 23,YELLOW,1,NOT SMOOTH AS TERRAIN,BUMPY,ROUGH,RUGGED,UNEVEN,GREEN,2,BIT OF LAND FOR GROWING,BED,PARCEL,PATCH,PLOT,BLUE,3,MEMBER OF A CARTOON DUO,CHIP,ROCKY,SCRATCHY,STITCH,PURPLE,4,___ PARK,AMUSEMENT,NATIONAL,PARALLEL,SOUTH
471,2024 Sep 24,YELLOW,1,INSPIRED,CREATIVE,FRESH,NOVEL,ORIGINAL,GREEN,2,PROCURE IN ADVANCE,BOOK,CHARTER,RESERVE,SECURE,BLUE,3,BIT OF PARTY DECORATION,BALLOON,BANNER,CONFETTI,GARLAND,PURPLE,4,ONLINE PERSONALITY,AMBASSADOR,INFLUENCER,MODEL,STREAMER
472,2024 Sep 25,YELLOW,1,TRIO OF SPORTS ACHIEVEMENTS,HAT TRICK,THREEPEAT,TRIFECTA,TRIPLE CROWN,GREEN,2,NEEDS FOR PAINTING A ROOM,DROP CLOTH,PAINT,ROLLER,TAPE,BLUE,3,FOOD NAMED AFTER CITIES,BROIL,CHEESESTEAK,SPROUTS,WINGS,PURPLE,4,___ DERBY,DEMOLITION,HOME RUN,KENTUCKY,SOAP BOX
473,2024 Sep 26,YELLOW,1,DECORATIVE EDGE,BORDER,FRILL,FRINGE,TRIM,GREEN,2,INCREASE IN A WAY,GROW,MOUNT,SWELL,WAX,BLUE,3,SPECIFICATIONS FOR A BARTENDER,DRY,NEAT,STRAIGHT,VIRGIN,PURPLE,4,STRING ___,BEAN,BIKINI,CHEESE,THEORY
474,2024 Sep 27,YELLOW,1,AREA OF HIGH GROUND,BANK,DUNE,HILL,MOUND,GREEN,2,SIGNIFICANCE,GRAVITY,IMPORT,SUBSTANCE,WEIGHT,BLUE,3,ACTIONS IN FANTASY SPORTS,BENCH,DRAFT,START,TRADE,PURPLE,4,SCI-FI MOVIES WITH "THE",ABYSS,FLY,MATRIX,THING
475,2024 Sep 28,YELLOW,1,COMPOSITE,BLEND,COMPOUND,CROSS,HYBRID,GREEN,2,EMBED,LODGE,PLANT,STICK,WEDGE,BLUE,3,ITEMS IN A MONOPOLY BOX,DEED,HOTEL,HOUSE,TOKEN,PURPLE,4,___ CONTROL,BIRTH,CRUISE,QUALITY,REMOTE
476,2024 Sep 29,YELLOW,1,MAKE GOOD ON AS A PROMISE,FULFILL,HONOR,KEEP,UPHOLD,GREEN,2,BEDDING,BLANKET,SHAM,SHEET,THROW,BLUE,3,ACTIONS IN CARD GAMES,DISCARD,DRAW,PASS,PLAY,PURPLE,4,CABINET DEPARTMENTS,ENERGY,JUSTICE,LABOR,STATE
477,2024 Sep 30,YELLOW,1,COOK WITH HEAT AND WATER,BLANCH,BOIL,POACH,STEAM,GREEN,2,COMMON PERFUME INGREDIENTS,AMBERGRIS,MUSK,ROSE,VANILLA,BLUE,3,CHARACTERS WITH PET DOGS,CHARLIE,DOROTHY,SHAGGY,WALLACE,PURPLE,4,CAPITAL CITY HOMOPHONES,KETO,ROAM,SOPHIA,SOUL
478,2024 Oct 1,YELLOW,1,FLUSTERED STATE,LATHER,STEW,SWEAT,TIZZY,GREEN,2,FITNESS,CONDITION,FORM,HEALTH,SHAPE,BLUE,3,FAST-MOVING WATER,CASCADE,CURRENT,RAPID,WAVE,PURPLE,4,DISHWASHER CYCLES,NORMAL,QUICK,RINSE,SANITIZE
479,2024 Oct 2,YELLOW,1,PUT ON THE LINE,BET,CHANCE,GAMBLE,RISK,GREEN,2,USE A KITCHEN KNIFE,CUBE,DICE,JULIENNE,SLICE,BLUE,3,ROBERT DE NIRO FILMS,CASINO,HEAT,JOKER,TAXI DRIVER,PURPLE,4,DISTINCTIVE NUMBER OF ARMS (OR LACK THEREOF),OCTOPUS,SHIVA,SLOT MACHINE,VENUS DE MILO
480,2024 Oct 3,YELLOW,1,BEVERAGES,JUICE,MILK,PUNCH,SODA,GREEN,2,CARE FOR A PLANT,FERTILIZE,POT,PRUNE,WATER,BLUE,3,ITEM SOLD IN PAIRS,BOOKEND,EARBUD,SKI,SOCK,PURPLE,4,BUGS PLUS STARTING LETTER,BLOUSE,PANT,SMITE,STICK
481,2024 Oct 4,YELLOW,1,CONCAVITY,DENT,DIMPLE,DING,DIVOT,GREEN,2,SMALL AMOUNT,DAB,DASH,DOLLOP,DROP,BLUE,3,DISNEY CHARACTERS,DAISY,DALE,DOC,DORY,PURPLE,4,___ DATE,DELIVERY,DINNER,DREAM,DUE
482,2024 Oct 5,YELLOW,1,STEAK CUTS,FILET,HANGER,SKIRT,T-BONE,GREEN,2,KINDS OF UNDERWEAR,BIKINI,G-STRING,HIPSTER,THONG,BLUE,3,INVOLVED IN A DENTIST VISIT,DRILL,SINK,TOOTHBRUSH,X-RAY,PURPLE,4,BRANDS THAT HAVE BECOME GENERIC TERMS,CHAPSTICK,JACUZZI,Q-TIP,XEROX
483,2024 Oct 6,YELLOW,1,TURN TAIL,FLEE,LEAVE,RETREAT,WITHDRAW,GREEN,2,THINGS CATS DO,KNEAD,PURR,SCRATCH,SHED,BLUE,3,PAGES ON A WEBSITE,ABOUT,CONTACT,HOME,LOGIN,PURPLE,4,___ CHEESE,COTTAGE,CREAM,GOAT,STRING
484,2024 Oct 7,YELLOW,1,KNUCKLEHEAD,DING-DONG,DODO,YAHOO,YO-YO,GREEN,2,CAR ONOMATOPOEIA,BEEP BEEP,PURR,SKRRT,VROOM,BLUE,3,SOUNDS OF LAUGHTER,HAR-HAR,HOOT,WHOOP,YUK,PURPLE,4,FAMOUS PRIMATES,BUBBLES,GEORGE,KING KONG,KOKO
485,2024 Oct 8,YELLOW,1,HALLOWEEN SYMBOLS,BAT,PUMPKIN,SPIDER,WITCH,GREEN,2,PROHIBIT,BAN,BLOCK,DENY,FORBID,BLUE,3,FOUND ON SHEET MUSIC,ACCIDENTAL,NOTE,REST,STAFF,PURPLE,4,CANDY ___,APPLE,BAR,CANE,CORN
486,2024 Oct 9,YELLOW,1,EFFERVESCENCE,BUBBLES,FIZZ,FOAM,FROTH,GREEN,2,BURGEON,BLOSSOM,DEVELOP,MATURE,PROGRESS,BLUE,3,MUSIC PUBLICATIONS,BILLBOARD,MOJO,PITCHFORK,SPIN,PURPLE,4,ENDING WITH TABLEWARE,BOILERPLATE,BUTTERCUP,JACKKNIFE,WITHERSPOON
487,2024 Oct 10,YELLOW,1,BODY PARTS,ARM,EYE,HIP,LEG,GREEN,2,COOL IN '80S SLANG,BAD,FLY,ILL,RAD,BLUE,3,MOVIES,BIG,ELF,HER,SAW,PURPLE,4,WORDS IN "DO-RE-MI",DOE,FAR,SEW,TEA
488,2024 Oct 11,YELLOW,1,CHERISH,RELISH,SAVOR,TREASURE,VALUE,GREEN,2,QUICK JUMP IN THE POOL,DIP,DIVE,SPLASH,SWIM,BLUE,3,ADDITIONAL BENEFIT,BONUS,EXTRA,FROSTING,GRAVY,PURPLE,4,BRASHNESS,BRASS,CHEEK,NERVE,SAUCE
489,2024 Oct 12,YELLOW,1,DRAPED ACCESSORIES,SCARF,SHAWL,STOLE,WRAP,GREEN,2,TOLERATE,BEAR,STAND,SWALLOW,TAKE,BLUE,3,BIRD ONOMATOPOEIA,COO,GOBBLE,HONK,HOOT,PURPLE,4,STARTS OF CELL PHONE MAKERS,APP,GOO,MOTOR,SAM
490,2024 Oct 13,YELLOW,1,MADE OF KERATIN,CLAW,HOOF,HORN,NAIL,GREEN,2,ROAD RUNNER CARTOON STAPLES,ANVIL,BOULDER,COYOTE,TNT,BLUE,3,KINDS OF PANTS,CAPRI,CARGO,HAMMER,STIRRUP,PURPLE,4,___ ROLL,CALIFORNIA,DRUM,EGG,HONOR
491,2024 Oct 14,YELLOW,1,RUMMAGE,COMB,DIG,ROOT,SIFT,GREEN,2,SOUNDS OF THUNDER,CLAP,PEAL,ROLL,RUMBLE,BLUE,3,WAYS TO WEAR YOUR HAIR UP,BRAID,BUN,PONY,TWIST,PURPLE,4,THINGS THAT CAN HAVE LEAVES,BOOK,SALAD,TABLE,TREE
492,2024 Oct 15,YELLOW,1,FOOTBALL POSITIONS,CENTER,GUARD,QUARTERBACK,SAFETY,GREEN,2,CABLE CHANNELS,DISCOVERY,HISTORY,NICKELODEON,OXYGEN,BLUE,3,FICTIONAL CLOWNS,HOMEY,JOKER,PENNYWISE,RONALD,PURPLE,4,WHAT "D" MIGHT STAND FOR,DEFENSE,DEMOCRAT,DIMENSIONAL,DRIVE
493,2024 Oct 16,YELLOW,1,AT SOME FUTURE POINT,EVENTUALLY,LATER,NEXT,SOON,GREEN,2,PARTS OF A TOURNAMENT SETUP,BRACKET,BYE,ROUND,SEED,BLUE,3,BIT OF BREAKFAST CEREAL,CHEERIO,FLAKE,PEBBLE,PUFF,PURPLE,4,WHAT THE OUTSTRETCHED INDEX AND MIDDLE FINGERS CAN REPRESENT,PEACE,SCISSORS,TWO,VICTORY
494,2024 Oct 17,YELLOW,1,GRASSY AREA,GREEN,LAWN,PARK,YARD,GREEN,2,DEAL WITH,ADDRESS,ANSWER,FIELD,HANDLE,BLUE,3,MOVIES WITH "S" REMOVED,CAR,GOODFELLA,JAW,SWINGER,PURPLE,4,___ LAW,CRIMINAL,HARVARD,LEMON,NATURAL
495,2024 Oct 18,YELLOW,1,CLUNKER,BUST,DUD,FLOP,MISS,GREEN,2,OPPORTUNITY,CHANCE,SHOT,TIME,TURN,BLUE,3,NON-CASH WAY TO PAY,CARD,CHARGE,CREDIT,PLASTIC,PURPLE,4,AMAZON ___,KINDLE,PRIME,RAINFOREST,RIVER
496,2024 Oct 19,YELLOW,1,BRING ABOUT,GENERATE,INSPIRE,PROMPT,PROVOKE,GREEN,2,THINGS THAT ARE OFTEN SCENTED,CANDLE,INCENSE,LOTION,SOAP,BLUE,3,THINGS THAT MIGHT STING,INSULT,JELLYFISH,NETTLE,WASP,PURPLE,4,VIDEO GAME FRANCHISES,CIVILIZATION,HALO,MADDEN,METROID
497,2024 Oct 20,YELLOW,1,BIT OF NEWSPAPER WRITING,ARTICLE,COLUMN,FEATURE,STORY,GREEN,2,NOISY DISTURBANCE,CLATTER,RACKET,ROW,RUCKUS,BLUE,3,TABLE TENNIS NEEDS,BALL,NET,PADDLE,TABLE,PURPLE,4,HOMOPHONES OF COORDINATING CONJUNCTIONS,BUTT,FORE,OAR,SEW
498,2024 Oct 21,YELLOW,1,KINDS OF BEANS,KIDNEY,MUNG,NAVY,PINTO,GREEN,2,ATTRACT,DRAW,GRAB,HOOK,PULL,BLUE,3,AUTOMATIC GEAR SHIFTER POSITIONS,DRIVE,LOW,NEUTRAL,REVERSE,PURPLE,4,___POOL,CAR,DEAD,LIVER,WHIRL
499,2024 Oct 22,YELLOW,1,BRAND-NAME,DESIGNER,HAUTE,HIGH-END,LUXURY,GREEN,2,DEVISE,CONCOCT,ENGINEER,HATCH,MASTERMIND,BLUE,3,NASA SPACECRAFT,GALILEO,PIONEER,VIKING,VOYAGER,PURPLE,4,GAMES WHERE YOU SAY THE GAME'S NAME,BINGO,MARCO POLO,TAG,UNO
500,2024 Oct 23,YELLOW,1,YELLOW ___,CAB,JACKET,JOURNALISM,PAGES,GREEN,2,GREEN ___,BERET,GOBLIN,SALAD,THUMB,BLUE,3,BLUE ___,JAY,JEANS,MOON,WHALE,PURPLE,4,PURPLE ___,HAZE,HEART,PROSE,RAIN
501,2024 Oct 24,YELLOW,1,LINEUP,BILL,PROGRAM,SCHEDULE,SLATE,GREEN,2,NYT OFFERINGS,AUDIO,COOKING,GAMES,NEWS,BLUE,3,THINGS MADE BY FOLDING PAPER,AIRPLANE,CRANE,FAN,FORTUNE TELLER,PURPLE,4,FRENCH WORDS,ADIEU,BELLE,PAIN,TEMPS
502,2024 Oct 25,YELLOW,1,•,DOT,PERIOD,POINT,TITTLE,GREEN,2,EVENT WITH DANCING,BALL,FORMAL,HOP,RAVE,BLUE,3,IPHONE MESSAGE TAPBACK RESPONSES,EXCLAMATION POINTS,HEART,QUESTION MARK,THUMBS UP,PURPLE,4,"PAN",BAD REVIEW,CAMERA MOVEMENT,COOKWARE,SATYR
503,2024 Oct 26,YELLOW,1,FLUSTER,FAZE,RATTLE,RUFFLE,THROW,GREEN,2,SERIES OF MESSAGES,CHAIN,CHAT,CONVERSATION,THREAD,BLUE,3,PLACES TO LIE/SIT THAT MOVE,CRADLE,HAMMOCK,ROCKER,SWING,PURPLE,4,CYLINDER-SHAPED THINGS,CAN,ROLLER,SILO,SPOOL
504,2024 Oct 27,YELLOW,1,SASSY,CUTE,FRESH,SMART,WISE,GREEN,2,AMBIENCE,AIR,FEELING,MOOD,QUALITY,BLUE,3,UNITS,BAR,BEL,LUX,MOLE,PURPLE,4,THE LITTLE ___,MERMAID,PRINCE,RASCALS,TRAMP
505,2024 Oct 28,YELLOW,1,AUDIO APPS,AUDIBLE,PANDORA,SHAZAM,TIDAL,GREEN,2,INDICATE,MEAN,SIGNIFY,SPELL,SUGGEST,BLUE,3,CHURCH OF ENGLAND WEDDING VOW VERBS,CHERISH,HAVE,HOLD,LOVE,PURPLE,4,MAGIC WORDS,ABRACADABRA,PLEASE,PRESTO,THANK YOU
506,2024 Oct 29,YELLOW,1,IN PRISTINE CONDITION,MINT,NEW,ORIGINAL,UNUSED,GREEN,2,MEDICAL ROLES,ATTENDING,FELLOW,INTERN,RESIDENT,BLUE,3,SINGULAR NOUN IN A FAMOUS "JULIUS CAESAR" LINE,COUNTRYMAN,EAR,FRIEND,ROMAN,PURPLE,4,___ SQUARE,PERFECT,POCKET,TIMES,TOWN
507,2024 Oct 30,YELLOW,1,UPSWING,BOOM,RISE,SPIKE,SURGE,GREEN,2,THINGS WITH WHEELS,DOLLY,ROLLERBLADE,SKATEBOARD,WAGON,BLUE,3,KINDS OF TAPE,DUCT,ELECTRICAL,GAFFER,PACKING,PURPLE,4,RETAIL CHAINS WITH A LETTER CHANGED,BEST BOY,IDEA,KRONER,STABLES
508,2024 Oct 31,YELLOW,1,TERMS OF ENDEARMENT,DARLING,LOVE,PUMPKIN,TREASURE,GREEN,2,THINGS YOU CAN DO WITH YOUR EYELIDS,BAT,BLINK,FLUTTER,WINK,BLUE,3,SPORTS CARS,DIABLO,MUSTANG,SPIDER,VIPER,PURPLE,4,___ HUNT,EGG,JOB,SCAVENGER,WITCH
